order_id,delivery_id,invoice_id,delivery_date,invoice_date,delivery_status,invoice_status,ordered_cases,confirmed_cases,delivered_cases,invoice_value,return_cases,return_reason,proof_of_delivery,payment_status
SO102651,DLV458004,INV722823,2026-03-09,2026-03-10,Delivered,Invoiced,48,48,48,140169.6,0,,Yes,Paid
SO102652,,,,,Not Delivered,Not Invoiced,31,31,0,0.0,0,,,
SO102653,DLV492167,INV752579,2026-01-18,2026-01-19,Partially Delivered,Invoiced,4,4,2,7212.8,0,,Yes,Paid
SO102654,DLV408711,INV811819,2026-05-14,2026-05-15,Partially Delivered,Invoiced,10,10,8,47764.8,0,,Yes,Paid
SO102655,DLV344758,INV759869,2026-04-16,2026-04-17,Delivered,Invoiced,12,6,6,21973.5,0,,Yes,Paid
SO102656,DLV345927,INV855034,2026-03-23,2026-03-24,Delivered,Invoiced,125,125,125,455886.0,0,,Yes,Paid
SO102657,DLV310669,INV755644,2026-06-01,2026-06-02,Delivered,Invoiced,16,13,13,24752.0,0,,Yes,Paid
SO102658,DLV482999,,2026-03-23,,Delivered,Not Invoiced,6,6,6,0.0,0,,Yes,
SO102659,DLV416428,,2026-03-02,,Delivered,Not Invoiced,231,196,196,0.0,0,,Yes,
SO102660,DLV393987,INV792932,2026-02-19,2026-02-20,Delivered,Invoiced,0,3,3,0.0,0,,Yes,Paid
SO102661,,,,,Not Delivered,Not Invoiced,16,16,0,0.0,0,,,
SO102662,DLV494172,INV773235,2026-05-11,2026-05-12,Partially Delivered,Invoiced,44,43,26,84374.85,0,,Yes,Unpaid
SO102663,DLV424138,INV734823,2026-03-01,2026-03-01,Delivered,Invoiced,16,16,16,34894.0,0,,Yes,Paid
SO102664,,,,,Not Delivered,Not Invoiced,21,21,0,0.0,0,,,
SO102665,DLV462523,INV728130,2026-04-22,2026-04-23,Delivered,Invoiced,6,6,6,17522.4,0,,Pending,Paid
SO102666,DLV488035,INV862560,2026-04-01,2026-04-01,Delivered,Invoiced,4,2,2,3438.0,0,,Yes,Unpaid
SO102667,,,,,Not Delivered,Not Invoiced,44,44,0,0.0,0,,,
SO102668,DLV470890,INV872590,2026-03-06,2026-03-06,Delivered,Invoiced,84,84,84,281090.8,0,,Yes,Paid
SO102669,DLV317314,INV812587,2026-03-27,2026-03-27,Delivered,Invoiced,18,17,17,35360.0,0,,Yes,Paid
SO102670,DLV452817,INV832304,2026-01-24,2026-01-17,Delivered,Invoiced,33,30,30,166627.45,0,,Yes,Paid
SO102671,DLV411309,INV869643,2026-01-26,2026-01-29,Delivered,Invoiced,24,24,24,89727.0,0,,Pending,Unpaid
SO102672,DLV463241,INV894173,2026-03-09,2026-03-10,Partially Delivered,Invoiced,51,36,15,42017.65,0,,Pending,Paid
SO102673,,,,,Not Delivered,Not Invoiced,7,7,0,0.0,0,,,
SO102674,,,,,Not Delivered,Not Invoiced,337,337,0,0.0,0,,,
SO102675,DLV437677,INV797878,2026-06-03,2026-06-03,Delivered,Invoiced,168,155,155,571189.21,0,,Yes,Unpaid
SO102676,DLV356062,,2026-04-19,,Delivered,Not Invoiced,267,267,267,0.0,0,,No,
SO102677,,,,,Not Delivered,Not Invoiced,2,2,0,0.0,0,,,
SO102678,DLV308761,,2026-01-21,,Delivered,Not Invoiced,102,102,102,0.0,0,,Yes,
SO102679,,,,,Not Delivered,Not Invoiced,11,11,0,0.0,0,,,
SO102680,DLV473257,INV881892,2026-01-22,2026-01-25,Delivered,Invoiced,2,2,2,15000.0,0,,Yes,Paid
SO102681,DLV312879,INV763435,2026-04-07,2026-04-08,Delivered,Partially Invoiced,98,98,98,89376.0,0,,Yes,Paid
SO102682,DLV411827,INV843660,2026-05-20,2026-05-20,Delivered,Invoiced,15,15,15,45129.0,0,,Yes,Paid
SO102683,DLV369316,INV801269,2026-04-07,2026-04-09,Delivered,Invoiced,172,172,172,931407.6,0,,Yes,Unpaid
SO102684,DLV385445,INV888350,2026-04-14,2026-04-14,Delivered,Invoiced,40,24,24,68160.0,0,,Yes,Paid
SO102685,DLV469890,INV782996,2026-05-06,2026-05-06,Delivered,Invoiced,13,13,13,33696.0,0,,Yes,Paid
SO102686,DLV401533,INV853188,2026-03-27,2026-03-27,Delivered,Invoiced,26,22,22,50650.94,0,,Pending,Partially Paid
SO102687,DLV323214,INV814776,2026-02-27,2026-02-27,Delivered,Invoiced,18,18,18,61377.5,0,,Pending,Paid
SO102688,DLV473513,INV781030,2026-05-28,2026-05-31,Delivered,Invoiced,8,8,8,15347.2,0,,Yes,Paid
SO102689,DLV413431,INV794646,2026-01-17,2026-01-18,Partially Delivered,Invoiced,78,62,26,56174.0,0,,Yes,Overdue
SO102690,,,,,Not Delivered,Not Invoiced,23,23,0,0.0,0,,,
SO102691,DLV373370,INV836093,2026-04-23,2026-04-26,Delivered,Invoiced,31,27,27,92092.3,0,,Yes,Overdue
SO102692,DLV498480,INV837727,2026-04-21,2026-04-21,Delivered,Invoiced,3,3,3,10964.7,0,,Yes,Paid
SO102693,DLV317324,INV746864,2026-05-25,2026-05-26,Partially Delivered,Invoiced,6,6,4,13689.6,0,,Pending,Paid
SO102694,,,,,Not Delivered,Not Invoiced,199,199,0,0.0,0,,,
SO102695,DLV404592,INV704289,2026-02-22,2026-02-25,Partially Delivered,Invoiced,40,40,24,70858.08,0,,Yes,Unpaid
SO102696,DLV384330,INV793302,2026-01-13,2026-01-15,Delivered,Invoiced,29,64,64,452998.4,0,,Yes,Unpaid
SO102697,DLV431890,INV816687,2026-01-02,2026-01-03,Partially Delivered,Invoiced,1,1,1,1910.9,0,,Yes,Unpaid
SO102698,,,,,Not Delivered,Not Invoiced,34,34,0,0.0,0,,,
SO102699,DLV336305,INV835911,2026-02-21,2026-02-24,Delivered,Invoiced,2,2,2,14014.0,0,,Yes,Paid
SO102700,DLV451628,INV791571,2026-04-29,2026-05-02,Delivered,Invoiced,24,24,24,79397.5,0,,Yes,Overdue
SO102701,DLV489625,INV767360,2026-03-28,2026-03-29,Delivered,Invoiced,27,27,27,85775.2,0,,Yes,Partially Paid
SO102702,DLV388778,INV741288,2026-02-17,2026-02-19,Partially Delivered,Invoiced,14,14,12,44730.51,0,,Yes,Paid
SO102703,DLV358116,INV814325,2026-01-20,2026-01-20,Delivered,Invoiced,48,46,46,158064.34,0,,Yes,Overdue
SO102704,,,,,Not Delivered,Not Invoiced,11,10,0,0.0,0,,,
SO102705,DLV436394,INV860668,2026-02-10,2026-02-10,Delivered,Invoiced,50,50,50,125326.8,0,,Yes,Partially Paid
SO102706,,,,,Not Delivered,Not Invoiced,28,31,0,0.0,0,,,
SO102707,DLV300018,INV831236,2026-03-20,2026-03-21,Delivered,Invoiced,62,62,62,202788.2,0,,No,Unpaid
SO102708,DLV307081,,2026-05-31,,Delivered,Not Invoiced,5,5,5,0.0,0,,Yes,
SO102709,,,,,Not Delivered,Not Invoiced,9,8,0,0.0,0,,,
SO102710,DLV400306,INV852751,2026-01-20,2026-01-22,Delivered,Invoiced,6,4,4,21381.0,0,,Pending,Unpaid
SO102711,DLV460273,INV717649,2026-01-08,2026-01-11,Partially Delivered,Invoiced,3,3,2,7212.8,0,,Yes,Paid
SO102712,,,,,Not Delivered,Not Invoiced,2,2,0,0.0,0,,,
SO102713,DLV311110,INV757782,2026-03-18,2026-03-19,Delivered,Invoiced,31,21,21,53108.05,0,,Yes,Paid
SO102714,DLV324217,INV706337,2026-04-18,2026-04-19,Delivered,Partially Invoiced,21,21,21,65862.4,0,,Yes,Unpaid
SO102715,DLV431071,INV708727,2026-06-07,2026-06-07,Delivered,Invoiced,5,5,5,14282.33,0,,Yes,Unpaid
SO102716,DLV438603,INV881052,2026-03-15,2026-03-17,Delivered,Invoiced,68,52,52,145514.35,0,,Yes,Paid
SO102717,DLV407610,INV845072,2026-03-09,2026-03-10,Delivered,Partially Invoiced,57,48,48,200774.82,0,,Yes,Overdue
SO102718,DLV363339,INV703587,2026-02-24,2026-02-27,Partially Delivered,Invoiced,65,65,54,165589.42,0,,Yes,Paid
SO102719,DLV312193,INV891312,2026-03-24,2026-03-25,Delivered,Invoiced,48,48,48,123709.3,0,,Yes,Paid
SO102720,DLV463801,INV771036,2026-04-29,2026-04-29,Delivered,Invoiced,13,12,12,47724.09,0,,Yes,Paid
SO102721,DLV446216,INV805960,2026-04-10,2026-04-11,Delivered,Invoiced,14,14,14,44100.0,0,,Yes,Paid
SO102722,,,,,Not Delivered,Not Invoiced,130,130,0,0.0,0,,,
SO102723,,,,,Not Delivered,Not Invoiced,25,25,0,0.0,0,,,
SO102724,DLV330293,INV716754,2026-05-30,2026-05-30,Delivered,Invoiced,8,5,5,36442.88,0,,Pending,Paid
SO102725,DLV384067,INV826234,2026-01-18,2026-01-18,Delivered,Invoiced,12,12,12,56154.0,0,,Yes,Partially Paid
SO102726,DLV415341,INV893219,2026-03-18,2026-03-20,Partially Delivered,Invoiced,38,38,25,70196.71,0,,Yes,Paid
SO102727,DLV475223,INV809938,2026-05-22,2026-05-25,Delivered,Invoiced,2,2,2,10692.0,0,,Pending,Paid
SO102728,DLV495700,INV854897,2026-05-25,2026-05-26,Delivered,Invoiced,56,56,56,193863.5,0,,Yes,Paid
SO102729,DLV400435,INV739723,2026-03-27,2026-03-28,Delivered,Invoiced,44,23,23,38513.5,0,,Yes,Overdue
SO102730,DLV463921,INV845393,2026-03-27,2026-03-30,Delivered,Invoiced,6,3,3,11280.0,0,,Yes,Partially Paid
SO102731,,,,,Not Delivered,Not Invoiced,34,34,0,0.0,0,,,
SO102732,DLV486230,INV833761,2026-04-06,2026-04-06,Delivered,Partially Invoiced,55,49,49,119139.22,0,,No,Paid
SO102733,DLV493812,INV803563,2026-05-16,2026-05-17,Delivered,Invoiced,29,18,18,46647.31,0,,Pending,Paid
SO102734,DLV456550,INV889116,2026-02-10,2026-02-12,Delivered,Invoiced,15,15,15,33810.0,0,,No,Paid
SO102735,DLV472576,INV791671,2026-05-31,2026-06-02,Delivered,Invoiced,16,16,16,48232.0,0,,Yes,Paid
SO102736,DLV394421,INV897311,2026-02-22,2026-02-22,Delivered,Invoiced,9,9,9,15570.0,0,,Yes,Paid
SO102737,,,,,Not Delivered,Not Invoiced,148,148,0,0.0,0,,,
SO102738,,,,,Not Delivered,Not Invoiced,70,70,0,0.0,0,,,
SO102739,DLV396494,INV758095,2026-03-05,2026-03-08,Partially Delivered,Invoiced,8,8,6,15069.75,0,,Pending,Unpaid
SO102740,,,,,Not Delivered,Not Invoiced,11,11,0,0.0,0,,,
SO102741,DLV456471,INV842917,2026-05-29,2026-05-29,Delivered,Invoiced,80,80,80,238652.0,0,,Pending,Overdue
SO102742,DLV456478,INV868177,2026-02-04,2026-02-05,Partially Delivered,Invoiced,32,32,14,41847.4,0,,Yes,Paid
SO102743,DLV447376,INV853637,2026-03-03,2026-03-03,Delivered,Invoiced,83,83,83,292865.5,0,,Yes,Unpaid
SO102744,DLV486737,INV867190,2026-05-19,2026-05-19,Delivered,Invoiced,3,3,3,6540.0,1,Damaged bottles,Pending,Unpaid
SO102745,DLV340342,INV801911,2026-04-30,2026-05-01,Delivered,Invoiced,9,9,9,62419.5,0,,Yes,Paid
SO102746,DLV485297,INV704975,2026-02-23,2026-02-25,Delivered,Invoiced,78,71,71,162610.57,0,,Pending,Unpaid
SO102747,,,,,Not Delivered,Not Invoiced,60,53,0,0.0,0,,,
SO102748,DLV320952,INV769652,2026-02-18,2026-02-20,Delivered,Invoiced,65,65,65,237466.2,0,,Yes,Paid
SO102749,DLV327842,INV745575,2026-03-31,2026-04-01,Delivered,Invoiced,13,28,28,163044.43,0,,Yes,Paid
SO102750,,,,,Not Delivered,Not Invoiced,67,67,0,0.0,0,,,
SO102751,DLV398368,INV846643,2026-03-29,2026-03-29,Delivered,Invoiced,48,48,48,148838.0,0,,Yes,Unpaid
SO102752,DLV397004,INV801176,2026-03-31,2026-03-31,Delivered,Invoiced,95,94,94,166121.75,0,,Pending,Partially Paid
SO102753,,,,,Not Delivered,Not Invoiced,44,44,0,0.0,0,,,
SO102754,DLV397403,INV802262,2026-05-11,2026-05-11,Partially Delivered,Invoiced,337,337,245,485520.57,0,,Pending,Partially Paid
SO102755,DLV492563,INV844594,2026-04-17,2026-04-20,Delivered,Invoiced,28,28,28,69563.76,0,,No,Unpaid
SO102756,DLV393233,INV895165,2026-03-23,2026-03-24,Delivered,Invoiced,44,44,44,130696.0,10,Customer rejected,Yes,Paid
SO102757,,,,,Not Delivered,Not Invoiced,15,15,0,0.0,0,,,
SO102758,,,,,Not Delivered,Not Invoiced,57,57,0,0.0,0,,,
SO102759,DLV351679,INV832692,2026-03-26,2026-03-29,Delivered,Invoiced,9,9,9,56039.2,0,,Yes,Overdue
SO102760,DLV413292,INV758286,2026-04-09,2026-04-10,Delivered,Invoiced,39,33,33,106865.59,0,,Yes,Unpaid
SO102761,DLV434792,INV705364,2026-02-05,2026-02-06,Delivered,Invoiced,26,26,26,125818.0,0,,Yes,Partially Paid
SO102762,DLV449192,INV736818,2026-01-15,2026-01-15,Delivered,Invoiced,8,7,7,13177.5,0,,Yes,Unpaid
SO102763,DLV392995,INV757367,2026-03-29,2026-03-30,Delivered,Invoiced,19,19,19,57505.4,0,,Yes,Unpaid
SO102764,DLV373688,INV753531,2026-01-06,2026-01-06,Partially Delivered,Invoiced,26,16,7,15247.08,0,,Yes,Paid
SO102765,DLV474038,INV808862,2026-01-30,2026-02-02,Delivered,Invoiced,24,24,24,43970.4,0,,Yes,Unpaid
SO102766,,,,,Not Delivered,Not Invoiced,46,46,0,0.0,0,,,
SO102767,DLV417205,INV878895,2026-02-23,2026-02-26,Delivered,Invoiced,254,254,254,611222.7,0,,Yes,Paid
SO102768,DLV412524,INV871509,2026-03-08,2026-03-08,Delivered,Invoiced,26,20,20,48526.15,0,,Yes,Unpaid
SO102769,,,,,Not Delivered,Not Invoiced,44,44,0,0.0,0,,,
SO102770,DLV474560,INV723288,2026-02-16,2026-02-17,Partially Delivered,Invoiced,80,80,62,154380.0,0,,Yes,Paid
SO102771,DLV408526,INV852665,2026-02-11,2026-02-11,Delivered,Partially Invoiced,132,128,128,309892.85,0,,Yes,Partially Paid
SO102772,DLV379387,INV847467,2026-05-23,2026-05-26,Partially Delivered,Invoiced,15,15,5,19557.53,0,,Yes,Unpaid
SO102773,DLV404663,INV880667,2026-03-29,2026-04-01,Delivered,Partially Invoiced,44,47,47,137278.45,0,,Yes,Paid
SO102774,,,,,Not Delivered,Not Invoiced,17,16,0,0.0,0,,,
SO102775,DLV329877,INV839788,2026-03-31,2026-04-03,Delivered,Invoiced,30,30,30,117440.0,0,,Yes,Partially Paid
SO102776,,,,,Not Delivered,Not Invoiced,15,15,0,0.0,0,,,
SO102777,DLV454089,INV876870,2026-03-20,2026-03-21,Delivered,Invoiced,140,140,140,880880.0,0,,Yes,Paid
SO102778,DLV492039,INV757319,2026-04-19,2026-04-22,Delivered,Invoiced,200,200,200,382976.0,0,,Yes,Paid
SO102779,DLV349167,INV833851,2026-04-15,2026-04-16,Delivered,Invoiced,11,11,11,25900.0,0,,Yes,Partially Paid
SO102780,DLV377299,INV756355,2026-05-22,2026-05-22,Partially Delivered,Invoiced,16,16,6,17300.62,0,,No,Unpaid
SO102781,,,,,Not Delivered,Not Invoiced,41,22,0,0.0,0,,,
SO102782,DLV475151,INV726851,2026-04-05,2026-04-06,Delivered,Invoiced,31,31,31,86883.7,0,,Pending,Paid
SO102783,,,,,Not Delivered,Not Invoiced,5,5,0,0.0,0,,,
SO102784,DLV398569,,2026-05-20,,Delivered,Not Invoiced,42,31,31,0.0,0,,Yes,
SO102785,DLV414212,INV714102,2026-03-04,2026-03-01,Delivered,Invoiced,27,27,27,95832.0,0,,Pending,Partially Paid
SO102786,,,,,Not Delivered,Not Invoiced,35,28,0,0.0,0,,,
SO102787,DLV484738,INV858646,2026-01-20,2026-01-23,Delivered,Invoiced,15,15,15,91506.0,0,,Yes,Paid
SO102788,DLV467870,INV895577,2026-02-14,2026-02-15,Delivered,Invoiced,11,8,8,23328.0,0,,Yes,Unpaid
SO102789,DLV367820,INV883593,2026-04-02,2026-04-04,Delivered,Invoiced,19,19,19,82256.5,0,,No,Paid
SO102790,DLV453584,INV859793,2026-03-30,2026-03-30,Delivered,Invoiced,40,40,40,137393.2,0,,Yes,Paid
SO102791,DLV456809,INV852508,2026-02-15,2026-02-17,Delivered,Invoiced,20,20,20,84900.0,0,,Pending,Paid
SO102792,DLV325536,INV863300,2026-04-19,2026-04-20,Delivered,Partially Invoiced,150,150,150,453951.0,0,,Pending,Unpaid
SO102793,DLV300917,INV823862,2026-03-20,2026-03-21,Delivered,Invoiced,136,136,136,377179.0,0,,Yes,Paid
SO102794,,,,,Not Delivered,Not Invoiced,8,8,0,0.0,0,,,
SO102795,DLV463944,INV863927,2026-03-28,2026-03-30,Delivered,Invoiced,162,107,107,292859.0,0,,Yes,Paid
SO102796,DLV430834,INV739472,2026-03-18,2026-03-20,Delivered,Invoiced,18,18,18,68061.4,0,,Yes,Overdue
SO102797,DLV406632,INV726302,2026-02-27,2026-02-27,Delivered,Invoiced,32,32,32,147706.0,0,,Yes,Paid
SO102798,,,,,Not Delivered,Not Invoiced,19,19,0,0.0,0,,,
SO102799,DLV354632,INV765229,2026-05-18,2026-05-18,Delivered,Invoiced,84,84,84,261225.2,0,,Yes,Paid
SO102800,DLV433012,INV731592,2026-03-28,2026-03-28,Delivered,Invoiced,16,16,16,108092.0,0,,Yes,Overdue
SO102801,DLV362528,INV861389,2026-03-13,2026-03-14,Delivered,Invoiced,96,96,96,315360.0,0,,Yes,Paid
SO102802,DLV310423,INV781517,2026-02-19,2026-02-21,Delivered,Invoiced,30,30,30,122310.0,0,,Yes,Paid
SO102803,DLV498023,INV799170,2026-05-15,2026-05-16,Delivered,Partially Invoiced,19,17,17,44582.59,0,,Yes,Paid
SO102804,DLV354679,INV842810,2026-01-30,2026-01-31,Partially Delivered,Invoiced,54,48,37,120110.22,0,,Pending,Paid
SO102805,DLV384811,INV803581,2026-03-10,2026-03-12,Partially Delivered,Invoiced,150,150,53,110230.46,0,,No,Paid
SO102806,DLV485100,INV744390,2026-01-26,2026-01-28,Delivered,Invoiced,6,6,6,13451.2,0,,Yes,Paid
SO102807,DLV418995,INV773675,2026-01-12,2026-01-15,Delivered,Invoiced,15,15,15,46050.0,0,,Pending,Paid
SO102808,DLV396527,,2026-05-18,,Partially Delivered,Not Invoiced,6,6,2,0.0,0,,Yes,
SO102809,DLV405534,INV829070,2026-03-28,2026-03-28,Delivered,Invoiced,21,21,21,94563.0,4,Wrong SKU delivered,Yes,Unpaid
SO102810,DLV300048,INV889701,2026-05-13,2026-05-15,Delivered,Invoiced,193,193,193,369767.0,0,,Yes,Paid
SO102811,DLV333478,INV895613,2026-04-19,2026-04-19,Delivered,Invoiced,8,8,8,15696.0,0,,Yes,Paid
SO102812,DLV400732,INV837323,2026-03-27,2026-03-28,Delivered,Invoiced,80,76,76,527516.0,0,,Yes,Unpaid
SO102813,DLV390800,INV874100,2026-02-01,2026-02-01,Delivered,Invoiced,25,25,25,72375.9,0,,Yes,Unpaid
SO102814,DLV408491,INV728117,2026-05-08,2026-05-08,Delivered,Invoiced,90,90,90,361870.2,0,,Yes,Paid
SO102815,DLV456697,,2026-04-07,,Delivered,Not Invoiced,34,32,32,0.0,0,,Yes,
SO102816,DLV423634,INV857209,2026-05-26,2026-05-27,Delivered,Invoiced,11,11,11,25300.0,0,,Yes,Overdue
SO102817,DLV455510,INV758235,2026-05-10,2026-05-10,Delivered,Invoiced,4,4,4,7880.0,0,,Yes,Partially Paid
SO102818,DLV379266,INV838182,2026-04-28,2026-04-28,Delivered,Invoiced,53,50,50,260379.25,0,,Yes,Paid
SO102819,DLV400762,INV839307,2026-02-01,2026-02-04,Delivered,Invoiced,16,16,16,39200.0,0,,Yes,Overdue
SO102820,DLV420134,INV782060,2026-01-04,2026-01-04,Delivered,Invoiced,8,8,8,12179.2,0,,No,Paid
SO102821,DLV455435,INV777805,2026-03-30,2026-03-31,Delivered,Invoiced,23,21,21,48217.83,0,,No,Unpaid
SO102822,,,,,Not Delivered,Not Invoiced,73,55,0,0.0,0,,,
SO102823,DLV323931,INV748112,2026-01-13,2026-01-15,Delivered,Invoiced,13,13,13,48218.5,0,,Yes,Paid
SO102824,DLV392179,INV877732,2026-05-12,2026-05-14,Delivered,Invoiced,32,32,32,129080.8,0,,Yes,Paid
SO102825,DLV368875,INV747115,2026-02-07,2026-02-10,Delivered,Invoiced,133,133,133,482350.0,0,,Yes,Unpaid
SO102826,DLV495904,INV736516,2026-04-12,2026-04-15,Delivered,Invoiced,18,18,18,29979.2,0,,Yes,Unpaid
SO102827,DLV357244,INV773829,2026-03-26,2026-03-27,Delivered,Invoiced,40,36,36,114222.6,0,,Yes,Unpaid
SO102828,DLV447184,,2026-05-12,,Delivered,Not Invoiced,139,139,139,0.0,0,,Yes,
SO102829,DLV326782,INV715354,2026-05-17,2026-05-18,Delivered,Invoiced,12,12,12,49080.0,0,,Yes,Paid
SO102830,,,,,Not Delivered,Not Invoiced,2,2,0,0.0,0,,,
SO102831,DLV356989,INV867759,2026-05-18,2026-05-19,Partially Delivered,Cancelled Invoice,30,30,23,77153.5,0,,Yes,
SO102832,DLV429124,INV754381,2026-04-14,2026-04-14,Partially Delivered,Invoiced,49,49,25,66233.06,0,,Pending,Paid
SO102833,DLV473280,INV705584,2026-05-24,2026-05-25,Delivered,Invoiced,28,25,25,101100.45,0,,Yes,Paid
SO102834,DLV468149,INV757503,2026-03-12,2026-03-13,Delivered,Invoiced,18,18,18,83510.7,0,,Yes,Paid
SO102835,,,,,Not Delivered,Not Invoiced,13,13,0,0.0,0,,,
SO102836,DLV334510,INV705326,2026-02-16,2026-02-17,Delivered,Invoiced,42,40,40,251820.95,0,,Pending,Paid
SO102837,DLV381958,INV739315,2026-01-06,2026-01-07,Delivered,Invoiced,20,20,20,41940.8,0,,Yes,Partially Paid
SO102838,DLV471012,INV837835,2026-01-19,2026-01-19,Partially Delivered,Invoiced,217,217,180,559912.81,0,,Yes,Partially Paid
SO102839,DLV360608,INV871844,2026-02-17,2026-02-20,Partially Delivered,Invoiced,4,4,2,3344.0,0,,Yes,Paid
SO102840,,,,,Not Delivered,Not Invoiced,50,50,0,0.0,0,,,
SO102841,DLV473361,INV821067,2026-06-02,2026-06-02,Partially Delivered,Invoiced,157,155,91,336763.76,0,,Yes,Paid
SO102842,DLV315443,INV821139,2026-01-05,2026-01-06,Delivered,Invoiced,23,15,15,81811.3,0,,Yes,Paid
SO102843,DLV353778,INV776917,2026-05-16,2026-05-19,Delivered,Invoiced,5,3,3,11016.0,0,,No,Paid
SO102844,DLV448201,INV817546,2026-04-05,2026-04-05,Delivered,Invoiced,12,12,12,40424.4,2,Wrong SKU delivered,Yes,Unpaid
SO102845,DLV402520,INV769750,2026-05-05,2026-05-05,Delivered,Invoiced,108,108,108,213267.6,0,,No,Unpaid
SO102846,DLV363978,INV705833,2026-04-06,2026-04-07,Delivered,Invoiced,31,28,28,104398.45,0,,Yes,Paid
SO102847,DLV465142,INV877913,2026-03-18,2026-03-19,Delivered,Partially Invoiced,46,32,32,74581.91,0,,Yes,Paid
SO102848,DLV424389,INV874296,2026-02-17,2026-02-17,Delivered,Invoiced,27,27,27,76338.0,0,,Yes,Unpaid
SO102849,DLV379634,INV822174,2026-05-13,2026-05-16,Delivered,Invoiced,11,11,11,51603.2,0,,Yes,Paid
SO102850,DLV310054,INV855383,2026-04-20,2026-04-22,Delivered,Invoiced,7,7,7,17372.0,0,,Pending,Partially Paid
SO102851,DLV397244,INV718684,2026-02-25,2026-02-25,Partially Delivered,Invoiced,47,47,31,102086.3,0,,Yes,Paid
SO102852,,,,,Not Delivered,Not Invoiced,24,22,0,0.0,0,,,
SO102853,DLV482320,INV835451,2026-02-06,2026-02-06,Delivered,Invoiced,227,194,194,532001.76,0,,Yes,Paid
SO102854,DLV438599,INV782248,2026-05-05,2026-05-06,Delivered,Invoiced,116,116,116,233856.0,0,,Yes,Partially Paid
SO102855,DLV368802,INV796795,2026-01-28,2026-01-29,Delivered,Invoiced,31,28,28,92538.65,0,,Yes,Paid
SO102856,DLV432075,INV832790,2026-03-29,2026-03-30,Delivered,Invoiced,11,11,11,35816.0,0,,Pending,Paid
SO102857,DLV404214,INV889532,2026-01-21,2026-01-24,Delivered,Invoiced,59,59,59,200074.9,0,,Yes,Paid
SO102858,DLV452758,INV826661,2026-01-04,2026-01-04,Delivered,Partially Invoiced,31,31,31,99229.5,0,,Yes,Paid
SO102859,,,,,Not Delivered,Not Invoiced,16,16,0,0.0,0,,,
SO102860,DLV346333,INV736657,2026-01-08,2026-01-11,Delivered,Invoiced,20,19,19,35094.14,0,,Pending,Unpaid
SO102861,DLV412608,INV759039,2026-05-03,2026-05-03,Delivered,Invoiced,200,200,200,370924.0,0,,Yes,Unpaid
SO102862,DLV300108,,2026-01-09,,Partially Delivered,Not Invoiced,49,49,32,0.0,0,,Yes,
SO102863,DLV318451,INV724078,2026-01-22,2026-01-24,Delivered,Invoiced,241,241,241,726972.0,0,,Pending,Paid
SO102864,DLV341366,INV724621,2026-03-08,2026-03-08,Delivered,Invoiced,14,14,14,43727.6,0,,Pending,Unpaid
SO102865,DLV459925,INV744029,2026-02-25,2026-02-26,Delivered,Invoiced,8,6,6,14059.12,0,,Yes,Partially Paid
SO102866,DLV389364,,2026-05-29,,Delivered,Not Invoiced,474,386,386,0.0,0,,Yes,
SO102867,,,,,Not Delivered,Not Invoiced,22,22,0,0.0,0,,,
SO102868,DLV396990,INV713764,2026-03-24,2026-03-24,Partially Delivered,Invoiced,5,5,4,13987.2,0,,Yes,Paid
SO102869,DLV481671,INV730323,2026-02-03,2026-02-06,Delivered,Invoiced,27,27,27,94776.2,0,,Yes,Paid
SO102870,,,,,Not Delivered,Not Invoiced,6,3,0,0.0,0,,,
SO102871,DLV383783,INV817437,2026-02-05,2026-02-08,Delivered,Invoiced,7,11,11,65635.59,0,,Yes,Unpaid
SO102872,DLV357460,INV799990,2026-05-18,2026-05-20,Delivered,Invoiced,13,13,13,47544.8,0,,Yes,Paid
SO102873,DLV326685,INV723373,2026-03-24,2026-03-24,Delivered,Invoiced,22,22,22,47071.2,0,,Pending,Paid
SO102874,DLV434180,INV779453,2026-01-28,2026-01-31,Delivered,Invoiced,58,51,51,231307.86,0,,Yes,Partially Paid
SO102875,DLV446164,INV855978,2026-04-13,2026-04-16,Delivered,Invoiced,40,40,40,140611.6,0,,Yes,Overdue
SO102876,DLV350158,INV725267,2026-04-15,2026-04-15,Delivered,Invoiced,83,77,77,269580.71,14,Short delivery claim,Pending,Unpaid
SO102877,DLV302496,INV878009,2026-01-16,2026-01-16,Partially Delivered,Invoiced,16,16,9,27058.5,0,,Yes,Unpaid
SO102878,DLV311648,INV794005,2026-03-24,2026-03-25,Delivered,Cancelled Invoice,51,51,51,124678.5,0,,Yes,
SO102879,,,,,Not Delivered,Not Invoiced,7,7,0,0.0,0,,,
SO102880,DLV381022,INV876786,2026-02-23,2026-02-24,Delivered,Invoiced,4,2,2,3420.0,0,,Yes,Paid
SO102881,DLV407186,INV739565,2026-03-14,2026-03-17,Delivered,Invoiced,12,11,11,60918.46,0,,Yes,Unpaid
SO102882,DLV392389,INV748492,2026-01-25,2026-01-25,Delivered,Invoiced,22,22,22,84920.0,0,,Yes,Unpaid
SO102883,,,,,Not Delivered,Not Invoiced,4,4,0,0.0,0,,,
SO102884,DLV411885,INV733754,2026-02-25,2026-02-28,Delivered,Invoiced,42,37,37,116613.16,0,,Yes,Paid
SO102885,DLV458325,INV715184,2026-01-09,2026-01-12,Delivered,Invoiced,38,38,38,115524.0,0,,Yes,Paid
