target_month,sales_rep_id,region,state,territory,category,target_cases,target_value
2026-02-01,SR0075,North West Region,Kaduna,Kawo Route 1,Energy Drink,94,422100
2026-02-01,SR0075,North West Region,Kaduna,Kawo Route 1,Malt Drink,203,754100
2026-02-01,SR0075,North West Region,Kaduna,Kawo Route 1,Mixer,60,187600
2026-02-01,SR0075,North West Region,Kaduna,Kawo Route 1,Tea Drink,99,351200
2026-02-01,SR0075,North West Region,Kaduna,Kawo Route 1,Water,221,435000
2026-03-01,SR0075,North West Region,Kaduna,Kawo Route 1,Carbonated Soft Drink,746,2606700
2026-03-01,SR0075,North West Region,Kaduna,Kawo Route 1,Energy Drink,102,458000
2026-03-01,SR0075,North West Region,Kaduna,Kawo Route 1,Malt Drink,211,783900
2026-03-01,SR0075,North West Region,Kaduna,Kawo Route 1,Mixer,55,172000
2026-03-01,SR0075,North West Region,Kaduna,Kawo Route 1,Tea Drink,105,372500
2026-03-01,SR0075,North West Region,Kaduna,Kawo Route 1,Water,432,850300
2026-04-01,SR0075,North West Region,Kaduna,Kawo Route 1,Carbonated Soft Drink,569,1988200
2026-04-01,SR0075,North West Region,Kaduna,Kawo Route 1,Energy Drink,120,538800
2026-04-01,SR0075,North West Region,Kaduna,Kawo Route 1,Malt Drink,129,479200
2026-04-01,SR0075,North West Region,Kaduna,Kawo Route 1,Mixer,59,184500
2026-04-01,SR0075,North West Region,Kaduna,Kawo Route 1,Tea Drink,82,290900
2026-04-01,SR0075,North West Region,Kaduna,Kawo Route 1,Water,355,698800
2026-05-01,SR0075,North West Region,Kaduna,Kawo Route 1,Carbonated Soft Drink,537,1876400
2026-05-01,SR0075,North West Region,Kaduna,Kawo Route 1,Energy Drink,122,547800
2026-05-01,SR0075,North West Region,Kaduna,Kawo Route 1,Malt Drink,144,535000
2026-05-01,SR0075,North West Region,Kaduna,Kawo Route 1,Mixer,32,100100
2026-05-01,SR0075,North West Region,Kaduna,Kawo Route 1,Tea Drink,128,454100
2026-05-01,SR0075,North West Region,Kaduna,Kawo Route 1,Water,312,614100
2026-01-01,SR0076,North West Region,Kaduna,Kawo Route 2,Carbonated Soft Drink,456,1593400
2026-01-01,SR0076,North West Region,Kaduna,Kawo Route 2,Energy Drink,98,440000
2026-01-01,SR0076,North West Region,Kaduna,Kawo Route 2,Malt Drink,149,553500
2026-01-01,SR0076,North West Region,Kaduna,Kawo Route 2,Mixer,22,68800
2026-01-01,SR0076,North West Region,Kaduna,Kawo Route 2,Tea Drink,85,301500
2026-01-01,SR0076,North West Region,Kaduna,Kawo Route 2,Water,262,515700
2026-02-01,SR0076,North West Region,Kaduna,Kawo Route 2,Carbonated Soft Drink,471,1645800
2026-02-01,SR0076,North West Region,Kaduna,Kawo Route 2,Energy Drink,107,480400
2026-02-01,SR0076,North West Region,Kaduna,Kawo Route 2,Malt Drink,130,483000
2026-02-01,SR0076,North West Region,Kaduna,Kawo Route 2,Mixer,38,118800
2026-02-01,SR0076,North West Region,Kaduna,Kawo Route 2,Tea Drink,92,326400
2026-02-01,SR0076,North West Region,Kaduna,Kawo Route 2,Water,152,299200
2026-03-01,SR0076,North West Region,Kaduna,Kawo Route 2,Carbonated Soft Drink,414,1446600
2026-03-01,SR0076,North West Region,Kaduna,Kawo Route 2,Energy Drink,63,282900
2026-03-01,SR0076,North West Region,Kaduna,Kawo Route 2,Malt Drink,130,483000
2026-03-01,SR0076,North West Region,Kaduna,Kawo Route 2,Mixer,38,118800
2026-03-01,SR0076,North West Region,Kaduna,Kawo Route 2,Tea Drink,56,198700
2026-03-01,SR0076,North West Region,Kaduna,Kawo Route 2,Water,173,340500
2026-04-01,SR0076,North West Region,Kaduna,Kawo Route 2,Carbonated Soft Drink,524,1831000
2026-04-01,SR0076,North West Region,Kaduna,Kawo Route 2,Energy Drink,103,462500
2026-04-01,SR0076,North West Region,Kaduna,Kawo Route 2,Malt Drink,151,561000
2026-04-01,SR0076,North West Region,Kaduna,Kawo Route 2,Mixer,27,84400
2026-04-01,SR0076,North West Region,Kaduna,Kawo Route 2,Tea Drink,70,248300
2026-04-01,SR0076,North West Region,Kaduna,Kawo Route 2,Water,164,322800
2026-05-01,SR0076,North West Region,Kaduna,Kawo Route 2,Carbonated Soft Drink,452,1579400
2026-05-01,SR0076,North West Region,Kaduna,Kawo Route 2,Energy Drink,112,502900
2026-05-01,SR0076,North West Region,Kaduna,Kawo Route 2,Malt Drink,81,300900
2026-05-01,SR0076,North West Region,Kaduna,Kawo Route 2,Mixer,35,109500
2026-05-01,SR0076,North West Region,Kaduna,Kawo Route 2,Tea Drink,65,230600
2026-05-01,SR0076,North West Region,Kaduna,Kawo Route 2,Water,219,431100
2026-01-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Carbonated Soft Drink,721,2519400
2026-01-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Energy Drink,168,754300
2026-01-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Malt Drink,173,642700
2026-01-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Mixer,40,125100
2026-01-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Tea Drink,78,276700
2026-01-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Water,315,620000
2026-02-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Carbonated Soft Drink,588,2054600
2026-02-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Energy Drink,184,826200
2026-02-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Malt Drink,150,557200
2026-02-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Mixer,39,122000
2026-02-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Tea Drink,158,560500
2026-02-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Water,392,771600
2026-03-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Carbonated Soft Drink,909,3176300
2026-03-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Energy Drink,121,543300
2026-03-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Malt Drink,128,475500
2026-03-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Mixer,52,162600
2026-03-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Tea Drink,117,415100
2026-03-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Water,415,816900
2026-04-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Carbonated Soft Drink,923,3225200
2026-04-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Energy Drink,127,570200
2026-04-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Malt Drink,189,702100
2026-04-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Mixer,39,122000
2026-04-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Tea Drink,103,365400
2026-04-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Water,407,801100
2026-05-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Carbonated Soft Drink,488,1705200
2026-05-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Energy Drink,119,534300
2026-05-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Malt Drink,224,832200
2026-05-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Mixer,46,143900
2026-05-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Tea Drink,118,418600
2026-05-01,SR0077,North West Region,Kaduna,Sabon Tasha Route 1,Water,432,850300
2026-01-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Carbonated Soft Drink,701,2449500
2026-01-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Energy Drink,188,844100
2026-01-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Malt Drink,233,865600
2026-01-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Mixer,57,178300
2026-01-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Tea Drink,94,333500
2026-01-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Water,290,570800
2026-02-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Carbonated Soft Drink,883,3085400
2026-02-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Energy Drink,181,812700
2026-02-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Malt Drink,182,676100
2026-02-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Mixer,40,125100
2026-02-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Tea Drink,148,525000
2026-02-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Water,386,759800
2026-03-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Carbonated Soft Drink,919,3211200
2026-03-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Energy Drink,169,758800
2026-03-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Malt Drink,235,873000
2026-03-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Mixer,49,153200
2026-03-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Tea Drink,146,517900
2026-03-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Water,293,576700
2026-04-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Carbonated Soft Drink,756,2641700
2026-04-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Energy Drink,140,628600
2026-04-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Malt Drink,128,475500
2026-04-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Mixer,58,181400
2026-04-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Tea Drink,100,354800
2026-04-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Water,226,444800
2026-05-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Carbonated Soft Drink,914,3193700
2026-05-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Energy Drink,164,736400
2026-05-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Malt Drink,198,735600
2026-05-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Mixer,34,106300
2026-05-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Tea Drink,122,432800
2026-05-01,SR0078,North West Region,Kaduna,Sabon Tasha Route 2,Water,383,753900
2026-01-01,SR0079,South South Region,Edo,Benin City Route 1,Carbonated Soft Drink,629,2197900
2026-01-01,SR0079,South South Region,Edo,Benin City Route 1,Energy Drink,146,655500
2026-01-01,SR0079,South South Region,Edo,Benin City Route 1,Malt Drink,124,460700
2026-01-01,SR0079,South South Region,Edo,Benin City Route 1,Mixer,38,118800
2026-01-01,SR0079,South South Region,Edo,Benin City Route 1,Tea Drink,106,376000
2026-01-01,SR0079,South South Region,Edo,Benin City Route 1,Water,362,712500
2026-02-01,SR0079,South South Region,Edo,Benin City Route 1,Carbonated Soft Drink,769,2687100
2026-02-01,SR0079,South South Region,Edo,Benin City Route 1,Energy Drink,194,871100
2026-02-01,SR0079,South South Region,Edo,Benin City Route 1,Malt Drink,146,542400
2026-02-01,SR0079,South South Region,Edo,Benin City Route 1,Mixer,61,190800
2026-02-01,SR0079,South South Region,Edo,Benin City Route 1,Tea Drink,120,425700
2026-02-01,SR0079,South South Region,Edo,Benin City Route 1,Water,263,517700
2026-03-01,SR0079,South South Region,Edo,Benin City Route 1,Carbonated Soft Drink,590,2061600
2026-03-01,SR0079,South South Region,Edo,Benin City Route 1,Energy Drink,114,511900
2026-03-01,SR0079,South South Region,Edo,Benin City Route 1,Malt Drink,210,780200
2026-03-01,SR0079,South South Region,Edo,Benin City Route 1,Mixer,41,128200
2026-03-01,SR0079,South South Region,Edo,Benin City Route 1,Tea Drink,108,383100
2026-03-01,SR0079,South South Region,Edo,Benin City Route 1,Water,325,639700
2026-04-01,SR0079,South South Region,Edo,Benin City Route 1,Carbonated Soft Drink,829,2896700
2026-04-01,SR0079,South South Region,Edo,Benin City Route 1,Energy Drink,97,435500
2026-04-01,SR0079,South South Region,Edo,Benin City Route 1,Malt Drink,159,590700
2026-04-01,SR0079,South South Region,Edo,Benin City Route 1,Mixer,37,115700
2026-04-01,SR0079,South South Region,Edo,Benin City Route 1,Tea Drink,136,482500
2026-04-01,SR0079,South South Region,Edo,Benin City Route 1,Water,346,681000
2026-05-01,SR0079,South South Region,Edo,Benin City Route 1,Carbonated Soft Drink,923,3225200
2026-05-01,SR0079,South South Region,Edo,Benin City Route 1,Energy Drink,158,709400
2026-05-01,SR0079,South South Region,Edo,Benin City Route 1,Malt Drink,162,601800
2026-05-01,SR0079,South South Region,Edo,Benin City Route 1,Mixer,56,175100
2026-05-01,SR0079,South South Region,Edo,Benin City Route 1,Tea Drink,100,354800
2026-05-01,SR0079,South South Region,Edo,Benin City Route 1,Water,378,744000
2026-01-01,SR0080,South South Region,Edo,Benin City Route 2,Carbonated Soft Drink,490,1712200
2026-01-01,SR0080,South South Region,Edo,Benin City Route 2,Energy Drink,191,857600
2026-01-01,SR0080,South South Region,Edo,Benin City Route 2,Malt Drink,234,869300
2026-01-01,SR0080,South South Region,Edo,Benin City Route 2,Mixer,40,125100
2026-01-01,SR0080,South South Region,Edo,Benin City Route 2,Tea Drink,89,315700
2026-01-01,SR0080,South South Region,Edo,Benin City Route 2,Water,393,773600
2026-02-01,SR0080,South South Region,Edo,Benin City Route 2,Carbonated Soft Drink,848,2963100
2026-02-01,SR0080,South South Region,Edo,Benin City Route 2,Energy Drink,110,493900
2026-02-01,SR0080,South South Region,Edo,Benin City Route 2,Malt Drink,236,876700
2026-02-01,SR0080,South South Region,Edo,Benin City Route 2,Mixer,40,125100
2026-02-01,SR0080,South South Region,Edo,Benin City Route 2,Tea Drink,89,315700
2026-02-01,SR0080,South South Region,Edo,Benin City Route 2,Water,362,712500
2026-03-01,SR0080,South South Region,Edo,Benin City Route 2,Carbonated Soft Drink,810,2830300
2026-03-01,SR0080,South South Region,Edo,Benin City Route 2,Energy Drink,186,835100
2026-03-01,SR0080,South South Region,Edo,Benin City Route 2,Malt Drink,201,746700
2026-03-01,SR0080,South South Region,Edo,Benin City Route 2,Mixer,47,147000
2026-03-01,SR0080,South South Region,Edo,Benin City Route 2,Tea Drink,97,344100
2026-03-01,SR0080,South South Region,Edo,Benin City Route 2,Water,430,846400
2026-04-01,SR0080,South South Region,Edo,Benin City Route 2,Carbonated Soft Drink,575,2009200
2026-04-01,SR0080,South South Region,Edo,Benin City Route 2,Energy Drink,183,821700
2026-04-01,SR0080,South South Region,Edo,Benin City Route 2,Malt Drink,126,468100
2026-04-01,SR0080,South South Region,Edo,Benin City Route 2,Mixer,41,128200
2026-04-01,SR0080,South South Region,Edo,Benin City Route 2,Tea Drink,128,454100
2026-04-01,SR0080,South South Region,Edo,Benin City Route 2,Water,301,592500
2026-05-01,SR0080,South South Region,Edo,Benin City Route 2,Carbonated Soft Drink,583,2037100
2026-05-01,SR0080,South South Region,Edo,Benin City Route 2,Energy Drink,132,592700
2026-05-01,SR0080,South South Region,Edo,Benin City Route 2,Malt Drink,122,453200
2026-05-01,SR0080,South South Region,Edo,Benin City Route 2,Mixer,40,125100
2026-05-01,SR0080,South South Region,Edo,Benin City Route 2,Tea Drink,98,347700
2026-05-01,SR0080,South South Region,Edo,Benin City Route 2,Water,439,864100
2026-01-01,SR0081,South South Region,Edo,Ugbowo Route 1,Carbonated Soft Drink,601,2100000
2026-01-01,SR0081,South South Region,Edo,Ugbowo Route 1,Energy Drink,141,633100
2026-01-01,SR0081,South South Region,Edo,Ugbowo Route 1,Malt Drink,158,587000
2026-01-01,SR0081,South South Region,Edo,Ugbowo Route 1,Mixer,39,122000
2026-01-01,SR0081,South South Region,Edo,Ugbowo Route 1,Tea Drink,124,439900
2026-01-01,SR0081,South South Region,Edo,Ugbowo Route 1,Water,201,395600
2026-02-01,SR0081,South South Region,Edo,Ugbowo Route 1,Carbonated Soft Drink,688,2404000
2026-02-01,SR0081,South South Region,Edo,Ugbowo Route 1,Energy Drink,99,444500
2026-02-01,SR0081,South South Region,Edo,Ugbowo Route 1,Malt Drink,138,512700
2026-02-01,SR0081,South South Region,Edo,Ugbowo Route 1,Mixer,41,128200
2026-02-01,SR0081,South South Region,Edo,Ugbowo Route 1,Tea Drink,88,312200
2026-02-01,SR0081,South South Region,Edo,Ugbowo Route 1,Water,321,631800
2026-03-01,SR0081,South South Region,Edo,Ugbowo Route 1,Carbonated Soft Drink,565,1974300
2026-03-01,SR0081,South South Region,Edo,Ugbowo Route 1,Energy Drink,160,718400
2026-03-01,SR0081,South South Region,Edo,Ugbowo Route 1,Malt Drink,125,464400
2026-03-01,SR0081,South South Region,Edo,Ugbowo Route 1,Mixer,41,128200
2026-03-01,SR0081,South South Region,Edo,Ugbowo Route 1,Tea Drink,87,308600
2026-03-01,SR0081,South South Region,Edo,Ugbowo Route 1,Water,189,372000
2026-04-01,SR0081,South South Region,Edo,Ugbowo Route 1,Carbonated Soft Drink,481,1680700
2026-04-01,SR0081,South South Region,Edo,Ugbowo Route 1,Energy Drink,84,377200
2026-04-01,SR0081,South South Region,Edo,Ugbowo Route 1,Malt Drink,169,627800
2026-04-01,SR0081,South South Region,Edo,Ugbowo Route 1,Mixer,31,97000
2026-04-01,SR0081,South South Region,Edo,Ugbowo Route 1,Tea Drink,85,301500
2026-04-01,SR0081,South South Region,Edo,Ugbowo Route 1,Water,229,450700
2026-05-01,SR0081,South South Region,Edo,Ugbowo Route 1,Carbonated Soft Drink,473,1652800
2026-05-01,SR0081,South South Region,Edo,Ugbowo Route 1,Energy Drink,80,359200
2026-05-01,SR0081,South South Region,Edo,Ugbowo Route 1,Malt Drink,102,378900
2026-05-01,SR0081,South South Region,Edo,Ugbowo Route 1,Mixer,27,84400
2026-05-01,SR0081,South South Region,Edo,Ugbowo Route 1,Tea Drink,129,457600
2026-05-01,SR0081,South South Region,Edo,Ugbowo Route 1,Water,357,702700
2026-01-01,SR0082,South South Region,Edo,Ugbowo Route 2,Carbonated Soft Drink,845,2952600
2026-01-01,SR0082,South South Region,Edo,Ugbowo Route 2,Energy Drink,109,489400
2026-01-01,SR0082,South South Region,Edo,Ugbowo Route 2,Malt Drink,206,765300
2026-01-01,SR0082,South South Region,Edo,Ugbowo Route 2,Mixer,31,97000
2026-01-01,SR0082,South South Region,Edo,Ugbowo Route 2,Tea Drink,80,283800
2026-01-01,SR0082,South South Region,Edo,Ugbowo Route 2,Water,312,614100
2026-02-01,SR0082,South South Region,Edo,Ugbowo Route 2,Carbonated Soft Drink,870,3040000
2026-02-01,SR0082,South South Region,Edo,Ugbowo Route 2,Energy Drink,147,660000
2026-02-01,SR0082,South South Region,Edo,Ugbowo Route 2,Malt Drink,167,620400
2026-02-01,SR0082,South South Region,Edo,Ugbowo Route 2,Mixer,43,134500
2026-02-01,SR0082,South South Region,Edo,Ugbowo Route 2,Tea Drink,142,503700
2026-02-01,SR0082,South South Region,Edo,Ugbowo Route 2,Water,302,594400
2026-03-01,SR0082,South South Region,Edo,Ugbowo Route 2,Carbonated Soft Drink,760,2655600
2026-03-01,SR0082,South South Region,Edo,Ugbowo Route 2,Energy Drink,189,848600
2026-03-01,SR0082,South South Region,Edo,Ugbowo Route 2,Malt Drink,205,761600
2026-03-01,SR0082,South South Region,Edo,Ugbowo Route 2,Mixer,37,115700
2026-03-01,SR0082,South South Region,Edo,Ugbowo Route 2,Tea Drink,78,276700
2026-03-01,SR0082,South South Region,Edo,Ugbowo Route 2,Water,300,590500
2026-04-01,SR0082,South South Region,Edo,Ugbowo Route 2,Carbonated Soft Drink,626,2187400
2026-04-01,SR0082,South South Region,Edo,Ugbowo Route 2,Energy Drink,109,489400
2026-04-01,SR0082,South South Region,Edo,Ugbowo Route 2,Malt Drink,236,876700
2026-04-01,SR0082,South South Region,Edo,Ugbowo Route 2,Mixer,41,128200
2026-04-01,SR0082,South South Region,Edo,Ugbowo Route 2,Tea Drink,123,436300
2026-04-01,SR0082,South South Region,Edo,Ugbowo Route 2,Water,234,460600
2026-05-01,SR0082,South South Region,Edo,Ugbowo Route 2,Carbonated Soft Drink,937,3274100
2026-05-01,SR0082,South South Region,Edo,Ugbowo Route 2,Energy Drink,180,808200
2026-05-01,SR0082,South South Region,Edo,Ugbowo Route 2,Malt Drink,231,858200
2026-05-01,SR0082,South South Region,Edo,Ugbowo Route 2,Mixer,33,103200
2026-05-01,SR0082,South South Region,Edo,Ugbowo Route 2,Tea Drink,101,358300
2026-05-01,SR0082,South South Region,Edo,Ugbowo Route 2,Water,362,712500
2026-01-01,SR0083,South South Region,Edo,GRA Benin Route 1,Carbonated Soft Drink,838,2928200
2026-01-01,SR0083,South South Region,Edo,GRA Benin Route 1,Energy Drink,146,655500
2026-01-01,SR0083,South South Region,Edo,GRA Benin Route 1,Malt Drink,131,486700
2026-01-01,SR0083,South South Region,Edo,GRA Benin Route 1,Mixer,55,172000
2026-01-01,SR0083,South South Region,Edo,GRA Benin Route 1,Tea Drink,142,503700
2026-01-01,SR0083,South South Region,Edo,GRA Benin Route 1,Water,303,596400
2026-02-01,SR0083,South South Region,Edo,GRA Benin Route 1,Carbonated Soft Drink,563,1967300
2026-02-01,SR0083,South South Region,Edo,GRA Benin Route 1,Energy Drink,171,767800
2026-02-01,SR0083,South South Region,Edo,GRA Benin Route 1,Malt Drink,195,724400
2026-02-01,SR0083,South South Region,Edo,GRA Benin Route 1,Mixer,43,134500
2026-02-01,SR0083,South South Region,Edo,GRA Benin Route 1,Tea Drink,109,386700
2026-02-01,SR0083,South South Region,Edo,GRA Benin Route 1,Water,266,523600
2026-03-01,SR0083,South South Region,Edo,GRA Benin Route 1,Carbonated Soft Drink,729,2547300
2026-03-01,SR0083,South South Region,Edo,GRA Benin Route 1,Energy Drink,167,749800
2026-03-01,SR0083,South South Region,Edo,GRA Benin Route 1,Malt Drink,120,445800
2026-03-01,SR0083,South South Region,Edo,GRA Benin Route 1,Mixer,55,172000
2026-03-01,SR0083,South South Region,Edo,GRA Benin Route 1,Tea Drink,160,567600
2026-03-01,SR0083,South South Region,Edo,GRA Benin Route 1,Water,377,742100
2026-04-01,SR0083,South South Region,Edo,GRA Benin Route 1,Carbonated Soft Drink,897,3134300
2026-04-01,SR0083,South South Region,Edo,GRA Benin Route 1,Energy Drink,117,525300
2026-04-01,SR0083,South South Region,Edo,GRA Benin Route 1,Malt Drink,186,691000
2026-04-01,SR0083,South South Region,Edo,GRA Benin Route 1,Mixer,62,193900
2026-04-01,SR0083,South South Region,Edo,GRA Benin Route 1,Tea Drink,113,400900
2026-04-01,SR0083,South South Region,Edo,GRA Benin Route 1,Water,259,509800
2026-05-01,SR0083,South South Region,Edo,GRA Benin Route 1,Carbonated Soft Drink,911,3183300
2026-05-01,SR0083,South South Region,Edo,GRA Benin Route 1,Energy Drink,123,552300
2026-05-01,SR0083,South South Region,Edo,GRA Benin Route 1,Malt Drink,136,505200
2026-05-01,SR0083,South South Region,Edo,GRA Benin Route 1,Mixer,61,190800
2026-05-01,SR0083,South South Region,Edo,GRA Benin Route 1,Tea Drink,114,404400
2026-05-01,SR0083,South South Region,Edo,GRA Benin Route 1,Water,299,588500
2026-01-01,SR0084,South South Region,Edo,GRA Benin Route 2,Carbonated Soft Drink,413,1443100
2026-01-01,SR0084,South South Region,Edo,GRA Benin Route 2,Energy Drink,78,350200
2026-01-01,SR0084,South South Region,Edo,GRA Benin Route 2,Malt Drink,143,531200
2026-01-01,SR0084,South South Region,Edo,GRA Benin Route 2,Mixer,35,109500
2026-01-01,SR0084,South South Region,Edo,GRA Benin Route 2,Tea Drink,89,315700
2026-01-01,SR0084,South South Region,Edo,GRA Benin Route 2,Water,173,340500
2026-02-01,SR0084,South South Region,Edo,GRA Benin Route 2,Carbonated Soft Drink,330,1153100
2026-02-01,SR0084,South South Region,Edo,GRA Benin Route 2,Energy Drink,70,314300
2026-02-01,SR0084,South South Region,Edo,GRA Benin Route 2,Malt Drink,123,456900
2026-02-01,SR0084,South South Region,Edo,GRA Benin Route 2,Mixer,30,93800
2026-02-01,SR0084,South South Region,Edo,GRA Benin Route 2,Tea Drink,106,376000
2026-02-01,SR0084,South South Region,Edo,GRA Benin Route 2,Water,275,541300
2026-03-01,SR0084,South South Region,Edo,GRA Benin Route 2,Carbonated Soft Drink,645,2253800
2026-03-01,SR0084,South South Region,Edo,GRA Benin Route 2,Energy Drink,85,381600
2026-03-01,SR0084,South South Region,Edo,GRA Benin Route 2,Malt Drink,83,308300
2026-03-01,SR0084,South South Region,Edo,GRA Benin Route 2,Mixer,30,93800
2026-03-01,SR0084,South South Region,Edo,GRA Benin Route 2,Tea Drink,91,322800
2026-03-01,SR0084,South South Region,Edo,GRA Benin Route 2,Water,153,301200
2026-04-01,SR0084,South South Region,Edo,GRA Benin Route 2,Carbonated Soft Drink,488,1705200
2026-04-01,SR0084,South South Region,Edo,GRA Benin Route 2,Energy Drink,63,282900
2026-04-01,SR0084,South South Region,Edo,GRA Benin Route 2,Malt Drink,119,442100
2026-04-01,SR0084,South South Region,Edo,GRA Benin Route 2,Mixer,33,103200
2026-04-01,SR0084,South South Region,Edo,GRA Benin Route 2,Tea Drink,72,255400
2026-04-01,SR0084,South South Region,Edo,GRA Benin Route 2,Water,239,470400
2026-05-01,SR0084,South South Region,Edo,GRA Benin Route 2,Carbonated Soft Drink,414,1446600
2026-05-01,SR0084,South South Region,Edo,GRA Benin Route 2,Energy Drink,69,309800
2026-05-01,SR0084,South South Region,Edo,GRA Benin Route 2,Malt Drink,98,364100
2026-05-01,SR0084,South South Region,Edo,GRA Benin Route 2,Mixer,30,93800
2026-05-01,SR0084,South South Region,Edo,GRA Benin Route 2,Tea Drink,67,237700
2026-05-01,SR0084,South South Region,Edo,GRA Benin Route 2,Water,176,346400
2026-01-01,SR0085,South South Region,Edo,Ring Road Route 1,Carbonated Soft Drink,955,3337000
2026-01-01,SR0085,South South Region,Edo,Ring Road Route 1,Energy Drink,185,830600
2026-01-01,SR0085,South South Region,Edo,Ring Road Route 1,Malt Drink,172,639000
2026-01-01,SR0085,South South Region,Edo,Ring Road Route 1,Mixer,33,103200
2026-01-01,SR0085,South South Region,Edo,Ring Road Route 1,Tea Drink,119,422200
2026-01-01,SR0085,South South Region,Edo,Ring Road Route 1,Water,345,679100
2026-02-01,SR0085,South South Region,Edo,Ring Road Route 1,Carbonated Soft Drink,485,1694700
2026-02-01,SR0085,South South Region,Edo,Ring Road Route 1,Energy Drink,187,839600
2026-02-01,SR0085,South South Region,Edo,Ring Road Route 1,Malt Drink,238,884200
2026-02-01,SR0085,South South Region,Edo,Ring Road Route 1,Mixer,54,168900
2026-02-01,SR0085,South South Region,Edo,Ring Road Route 1,Tea Drink,96,340600
2026-02-01,SR0085,South South Region,Edo,Ring Road Route 1,Water,250,492100
2026-03-01,SR0085,South South Region,Edo,Ring Road Route 1,Carbonated Soft Drink,923,3225200
2026-03-01,SR0085,South South Region,Edo,Ring Road Route 1,Energy Drink,175,785800
2026-03-01,SR0085,South South Region,Edo,Ring Road Route 1,Malt Drink,167,620400
2026-03-01,SR0085,South South Region,Edo,Ring Road Route 1,Mixer,33,103200
2026-03-01,SR0085,South South Region,Edo,Ring Road Route 1,Tea Drink,159,564100
2026-03-01,SR0085,South South Region,Edo,Ring Road Route 1,Water,365,718400
2026-04-01,SR0085,South South Region,Edo,Ring Road Route 1,Carbonated Soft Drink,555,1939300
2026-04-01,SR0085,South South Region,Edo,Ring Road Route 1,Energy Drink,128,574700
2026-04-01,SR0085,South South Region,Edo,Ring Road Route 1,Malt Drink,201,746700
2026-04-01,SR0085,South South Region,Edo,Ring Road Route 1,Mixer,46,143900
